Index,Predicate,V POS,Head Word,Head Word POS,Phrase type,Path,Relative Position,Target
756,make,VB,Edison,NNP,NP-1,VB1VP1VP1S1VP0NP-10,0,ARG0
758,make,VB,to,TO,PP-DIR,VB1VP0PP-DIR0,1,ARG2-to
759,received,VBN,Edison,NNP,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG0
760,received,VBN,electric,JJ,NP,VBN1VP0NP0,1,ARG1
761,received,VBN,since,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
763,including,VBG,about,IN,NP,VBG1PP0NP0,1,ARG1
764,moved,VBN,about,IN,NP,VBN1VP1VP1S1SBAR1NP0NP0,0,ARG1
765,moved,VBN,during,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
767,ordered,VBD,the,DT,NP-1,VBD1VP0NP-10,1,ARG1
768,ordered,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG2
769,begin,VB,the,DT,NP-1,VB1VP1VP1S1VP0NP-10,0,ARG1
770,begin,VB,Feb.,NNP,NP-TMP,VB1VP0NP-TMP0,1,ARGM-TMP
771,said,VBD,Judge,NNP,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
772,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
774,entertain,VB,would,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
776,entertain,VB,any,DT,NP,VB1VP0NP0,1,ARG1
778,block,VB,his,PRP$,NP,VB1VP0NP0,1,ARG1
779,held,VBN,may,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
780,held,VBN,not,RB,RB,VBN1VP1VP1VP0RB0,0,ARGM-NEG
781,held,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1VP1S-TPC-20NP-SBJ-10,0,ARG1
782,held,VBN,hostage,NN,NP-PRD,VBN1VP0S0NP-PRD0,1,ARG2
783,held,VBN,through,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
784,said,VBD,Judge,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
785,said,VBD,The,DT,S-TPC-2,VBD1VP1S0S-TPC-20,0,ARG1
786,said,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
788,appealing,VBG,it,PRP,NP-SBJ-1,VBG1VP1VP1VP1S0NP-SBJ-10,0,ARG0
789,appealing,VBG,already,RB,ADVP-TMP,VBG1VP1VP0ADVP-TMP0,0,ARGM-TMP
790,appealing,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
791,underlying,VBG,commission,NN,NN,VBG1NP0NN0,1,ARG0
793,considering,VBG,*-1,-NONE-,S,VBG1VP0S0,1,ARG1
794,appealing,VBG,it,PRP,NP-SBJ-1,VBG1VP1S1VP1VP1VP1S0NP-SBJ-10,0,ARG0
795,appealing,VBG,Judge,NNP,NP,VBG1VP0NP0,1,ARG1
797,determined,VBN,The,DT,NP-SBJ-16,VBN1VP1VP1VP1S0NP-SBJ-160,0,ARG1
798,determined,VBN,next,JJ,NP-TMP,VBN1VP0NP-TMP0,1,ARGM-TMP
799,determined,VBN,based,VBN,PP,VBN1VP0PP0,1,ARG2
800,based,VBN,on,IN,PP,VBN1PP0PP0,1,ARG2-on
801,made,VBN,actual,JJ,NP,VBN1VP1NP0NP0,0,ARG1
802,made,VBN,until,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
803,said,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
804,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
807,force,VB,to,TO,VP,VB1VP0S0VP0,1,ARG2
809,slash,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
810,slash,VB,by,IN,PP-EXT,VB1VP0PP-EXT0,1,ARG2-by
811,reported,VBD,For,IN,PP,VBD1VP1S0PP0,0,ARGM-TMP
812,reported,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
813,reported,VBD,earnings,NNS,NP,VBD1VP0NP0,1,ARG1
814,said,VBD,A,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
815,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
816,tracking,VBG,*,-NONE-,NP-SBJ,VBG1VP1S-NOM-SBJ0NP-SBJ0,0,ARG0
817,tracking,VBG,the,DT,NP,VBG1VP0NP0,1,ARG1
818,changed,VBN,whose,WP$,WHNP-20,VBN1VP1VP1S1SBAR0WHNP-200,0,ARG1
819,changed,VBN,during,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
820,closed,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
821,closed,VBD,yesterday,NN,NP-TMP,VBD1VP1S0NP-TMP0,0,ARGM-TMP
822,closed,VBD,Commonwealth,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
823,closed,VBD,at,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARGM-EXT
824,closed,VBD,down,RB,ADVP,VBD1VP0ADVP0,1,ARGM-MNR
826,completed,VBN,in,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
827,disputed,VBN,1985,CD,CD,VBN1NP0CD0,1,ARG2
829,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
832,raise,VB,could,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
833,raise,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
834,raise,VB,by,IN,PP-EXT,VB1VP0PP-EXT0,1,ARG2-by
835,raise,VB,*-1,-NONE-,S-PRP,VB1VP0S-PRP0,1,ARGM-PNC
836,pay,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S-PRP1VP1VP1S0NP-SBJ-10,0,ARG0
838,upheld,VBD,But,CC,CC,VBD1VP1VP1S0CC0,0,ARGM-DIS
839,upheld,VBD,state,NN,NP-SBJ,VBD1VP1VP1S0NP-SBJ0,0,ARG0
840,upheld,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
841,found,VBD,But,CC,CC,VBD1VP1VP1S0CC0,0,ARGM-DIS
843,found,VBD,the,DT,NP-SBJ,VBD1VP0S0NP-SBJ0,1,ARG1
844,found,VBD,illegal,JJ,ADJP-PRD,VBD1VP0S0ADJP-PRD0,1,ARG3
845,ordered,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
846,ordered,VBD,the,DT,NP-1,VBD1VP0NP-10,1,ARG2
847,ordered,VBD,*-1,-NONE-,S,VBD1VP0S0,1,ARG1
848,audit,VB,the,DT,NP-1,VB1VP1VP1VP1S1VP0NP-10,0,ARG0
849,audit,VB,Commonwealth,NNP,NP,VB1VP0NP0,1,ARG1
851,refund,VB,any,DT,NP,VB1VP0NP0,1,ARG1
852,collecting,VBG,The,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0,ARG0
853,collecting,VBG,for,IN,PP-PRP,VBG1VP0PP-PRP0,1,ARG4-for
854,collecting,VBG,from,IN,PP-DIR,VBG1VP0PP-DIR0,1,ARG2-from
857,ruled,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
858,ruled,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
859,refunded,VBN,should,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
860,refunded,VBN,between,IN,NP-SBJ-1,VBN1VP1VP1VP1VP1S0NP-SBJ-10,0,ARG1
861,refunded,VBN,plus,CC,PP,VBN1VP0PP0,1,ARGM-MNR
862,added,VBD,In,IN,PP-LOC,VBD1VP1S0PP-LOC0,0,ARGM-LOC
863,added,VBD,Judge,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
864,added,VBD,an,DT,NP,VBD1VP0NP0,1,ARG1
865,added,VBD,to,TO,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-to
868,set,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
869,set,VBD,at,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG2-at
870,faces,VBZ,Commonwealth,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
872,faces,VBZ,an,DT,NP,VBZ1VP0NP0,1,ARG1
873,estimated,VBN,the,DT,NP-SBJ,VBN1VP1VP1S0NP-SBJ0,0,ARG0
874,estimated,VBN,its,PRP$,NP,VBN1VP1VP1S1SBAR1NP0PP0NP0,0,ARG1
875,estimated,VBN,at,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-at
877,hope,VBP,that,IN,SBAR,VBP1VP0SBAR0,1,ARG1
878,set,VB,Judge,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
879,set,VB,may,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
880,set,VB,a,DT,NP,VB1VP0NP0,1,ARG1
881,involving,VBG,a,DT,NP,VBG1VP1NP0NP0,0,ARG2
882,involving,VBG,Commonwealth,NNP,NP,VBG1VP0NP0,1,ARG1
883,seeking,VBG,Commonwealth,NNP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
884,seeking,VBG,about,IN,NP,VBG1VP0NP0,1,ARG1
885,pay,VB,Commonwealth,NNP,NP-SBJ,VB1VP1VP1S1SBAR-PRP1NP1VP1VP1S0NP-SBJ0,0,ARG0
887,expected,VBN,The,DT,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG1
888,rule,VB,The,DT,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
889,rule,VB,on,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG1-on
890,rule,VB,by,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
892,refund,VB,had,VBD,VBD,VB1VP1VP1S1VP0VBD0,0,ARGM-MOD
893,refund,VB,Commonwealth,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
894,refund,VB,$,$,NP,VB1VP0NP0,1,ARG1
895,refund,VB,for,IN,PP-PRP,VB1VP0PP-PRP0,1,ARGM-CAU
896,rose,VBD,Japan,NNP,NP-SBJ,VBD1VP1S-TPC-10NP-SBJ0,0,ARG1
897,rose,VBD,18,CD,NP-EXT,VBD1VP0NP-EXT0,1,ARG2-EXT
898,rose,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG3-from
899,rose,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
901,said,VBD,Japan,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
902,followed,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
904,setting,VBG,The,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0,ARG0
905,setting,VBG,records,NNS,NP,VBG1VP0NP0,1,ARG1
906,setting,VBG,every,DT,NP-TMP,VBG1VP0NP-TMP0,1,ARGM-TMP
908,compared,VBN,with,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-with
909,inched,VBD,October,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
910,inched,VBD,down,RB,RB,VBD1VP0ADVP-DIR0RB0,1,ARG5-DIR
911,inched,VBD,0.4,CD,NP,VBD1VP0ADVP-DIR0NP0,1,ARG2-EXT
912,grew,VBD,Sales,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
913,grew,VBD,22,CD,NP-EXT,VBD1VP0NP-EXT0,1,ARG2-EXT
914,grew,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG3-from
915,grew,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
916,benefited,VBD,from,IN,PP-CLR,VBD1VP0PP-CLR0,1,ARG0-from
917,benefited,VBD,Sales,NNS,NP,VBD1VP1S1SBAR1NP-SBJ0NP0,0,ARG1
918,arising,VBG,price,NN,NP,VBG1VP1NP0NP0,0,ARG1
919,arising,VBG,from,IN,PP-DIR,VBG1VP0PP-DIR0,1,ARG2-from
920,doubled,VBD,Sales,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG1
921,doubled,VBD,more,RBR,ADVP,VBD1VP0ADVP0,0,ARGM-ADV
922,doubled,VBD,to,TO,PP-DIR,VBD1VP0PP-DIR0,1,ARG4-to
923,doubled,VBD,from,IN,PP-DIR,VBD1VP0PP-DIR0,1,ARG3-from
924,said,VBD,Texas,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
925,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
927,opened,VBD,a,DT,NP,VBD1VP0NP0,1,ARG1
928,opened,VBD,in,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
929,manufacture,VB,a,DT,NP,VB1VP1VP1S1SBAR-31VP0NP0NP0,0,ARG0
930,manufacture,VB,control,NN,NP,VB1VP0NP0,1,ARG1
931,located,VBN,The,DT,NP,VBN1VP1NP-SBJ-20NP0,0,ARG1
932,located,VBN,in,IN,PP-LOC-CLR,VBN1VP0PP-LOC-CLR0,1,ARGM-LOC
933,help,VB,The,DT,NP-SBJ-2,VB1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
934,help,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
935,help,VB,*-2,-NONE-,S,VB1VP0S0,1,ARG1
936,meet,VB,The,DT,NP-SBJ-2,VB1VP1S1VP1VP1S-TPC-10NP-SBJ-20,0,ARG0
937,meet,VB,increasing,VBG,NP,VB1VP0NP0,1,ARG1
938,increasing,VBG,demand,NN,NN,VBG1ADJP1NP0NN0,1,ARG1
939,diversifying,VBG,demand,NN,NN,VBG1ADJP1NP0NN0,1,ARG1
940,said,VBD,the,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
941,said,VBD,The,DT,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
942,produce,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
943,produce,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
944,produce,VB,control,NN,NP,VB1VP0NP0,1,ARG1
946,used,VBN,in,IN,PP-LOC,VBN1VP0PP-LOC0,1,ARG2-in
947,appears,VBZ,The,DT,NP-SBJ-1,VBZ1VP1S0NP-SBJ-10,0,ARG1
948,depend,VB,The,DT,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
949,depend,VB,heavily,RB,ADVP-MNR,VB1VP0ADVP-MNR0,1,ARGM-MNR
950,depend,VB,on,IN,PP-CLR,VB1VP0PP-CLR0,1,ARG1-on
951,tied,VBD,development,NN,NP-SBJ-1,VBD1VP1SINV0NP-SBJ-10,0,ARG1
952,tied,VBD,directly,RB,ADVP-MNR,VBD1VP0ADVP-MNR0,1,ARGM-MNR
953,tied,VBD,to,TO,PP-DIR-CLR,VBD1VP0PP-DIR-CLR0,1,ARG1-to
954,filed,VBN,Documents,NNS,NP,VBN1VP1NP-SBJ0NP0,0,ARG1
955,filed,VBN,with,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-with
956,filed,VBN,on,IN,PP,VBN1VP1NP-SBJ0PP0,1,ARGM-MNR
957,disclosed,VBD,Documents,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
958,disclosed,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
959,withdraw,VB,Cray,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
961,withdraw,VB,the,DT,NP,VB1VP0NP0,1,ARG1
962,withdraw,VB,if,IN,SBAR-ADV,VB1VP0SBAR-ADV0,1,ARGM-ADV
964,providing,VBG,the,DT,NP,VBG1VP0NP0,1,ARG2
965,providing,VBG,financing,NN,NP,VBG1VP1VP1S1SBAR1NP0PP0NP0,0,ARG1
966,leaves,VBZ,Mr.,NNP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
967,heads,VBZ,he,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
968,heads,VBZ,the,DT,NP,VBZ1VP1S1SBAR1NP-SBJ-180NP0,0,ARG1
969,scrapped,VBN,the,DT,NP-SBJ-18,VBN1VP1VP1S0NP-SBJ-180,0,ARG1
970,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
971,said,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
973,working,VBG,the,DT,NP-SBJ,VBG1VP1VP1VP1S0NP-SBJ0,0,ARG0
974,working,VBG,on,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG1-on
975,working,VBG,for,IN,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-TMP
976,says,VBZ,the,DT,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
977,says,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
978,talking,VBG,it,PRP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
979,talking,VBG,with,IN,PP-CLR,VBG1VP0PP-CLR0,1,ARG2-with
980,anticipated,VBN,many,JJ,NP-SBJ-19,VBN1VP1VP1S-ADV0NP-SBJ-190,0,ARG1
982,announced,VBD,Minneapolis-based,JJ,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
984,announced,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
987,attached,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
988,attached,VBD,the,DT,NP,VBD1VP1S1SBAR1NP-SBJ-30NP0,0,ARG1
989,attached,VBD,to,TO,PP-CLR,VBD1VP0PP-CLR0,1,ARG1-to
990,made,VBN,While,IN,SBAR,VBN1VP1VP1VP1S0SBAR0,0,ARGM-ADV
992,made,VBN,n't,RB,RB,VBN1VP1VP1VP0RB0,0,ARGM-NEG
994,made,VBN,until,IN,PP-TMP,VBN1VP0PP-TMP0,1,ARGM-TMP
996,have,VB,n't,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
998,said,VBD,Cray,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
999,said,VBD,We,PRP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1000,said,VBD,in,IN,PP-LOC,VBD1VP0PP-LOC0,1,ARGM-LOC
1001,completed,VBN,without,IN,PP,VBN1VP1VP1VP1S0PP0,0,ARGM-ADV
1002,completed,VBN,could,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
1003,completed,VBN,not,RB,RB,VBN1VP1VP1VP0RB0,0,ARGM-NEG
1004,completed,VBN,it,PRP,NP-SBJ-20,VBN1VP1VP1VP1S0NP-SBJ-200,0,ARG1
1007,want,VB,*-1,-NONE-,S,VB1VP0S0,1,ARG1
1009,fund,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1010,include,VB,a,DT,NP,VB1VP1VP1S1SBAR1NP0NP0,0,ARG2
1011,include,VB,not,RB,RB,VB1VP1VP0RB0,0,ARGM-NEG
1012,include,VB,Seymour,NNP,NP,VB1VP0NP0,1,ARG1
1013,said,VBD,The,DT,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1014,said,VBD,also,RB,ADVP,VBD1VP1S0ADVP0,0,ARGM-DIS
1015,said,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
1017,anticipates,VBZ,*-1,-NONE-,S,VBZ1VP0S0,1,ARG1
1018,needing,VBG,Cray,NNP,NP-SBJ-1,VBG1VP1S1VP1S0NP-SBJ-10,0,ARG0
1019,needing,VBG,perhaps,RB,NP,VBG1VP0NP0,1,ARG1
1020,needing,VBG,beginning,VBG,PP-TMP,VBG1VP0PP-TMP0,1,ARGM-TMP
1021,called,VBD,But,CC,CC,VBD1VP1S0CC0,0,ARGM-DIS
1022,called,VBD,Mr.,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1023,called,VBD,that,IN,NP-SBJ,VBD1VP0S0NP-SBJ0,1,ARG1
1026,caused,VBD,Cray,NNP,S,VBD1VP0S0,1,ARG1
1027,jump,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S0NP-SBJ-10,0,ARG1
1028,jump,VB,$,$,NP-EXT,VB1VP0NP-EXT0,1,ARG2-EXT
1030,jump,VB,*-1,-NONE-,S-CLR,VB1VP0S-CLR0,1,ARG4
1031,close,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S-CLR1VP1VP1S0NP-SBJ-10,0,ARG1
1032,close,VB,at,IN,PP-LOC-CLR,VB1VP0PP-LOC-CLR0,1,ARGM-EXT
1033,close,VB,in,IN,PP-LOC,VB1VP0PP-LOC0,1,ARGM-LOC
1034,noted,VBD,Analysts,NNS,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1035,noted,VBD,yesterday,NN,NP-TMP,VBD1VP0NP-TMP0,1,ARGM-TMP
1036,noted,VBD,that,IN,SBAR,VBD1VP0SBAR0,1,ARG1
1038,link,VB,its,PRP$,NP,VB1VP0NP0,1,ARG1
1040,complicate,VB,Cray,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1043,considered,VBN,has,VBZ,VBZ,VBN1VP1VP1VP1S1VP0VBZ0,0,ARGM-MOD
1044,considered,VBN,It,PRP,NP-SBJ-2,VBN1VP1VP1VP1S1VP1S-TPC-10NP-SBJ-20,0,ARG1
1047,said,VBD,Gary,NNP,NP-SBJ,VBD1VP1SINV0NP-SBJ0,1,ARG0
1048,said,VBD,he,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1049,said,VBD,Cray,NNP,S-TPC-1,VBD1VP1S0S-TPC-10,0,ARG1
1050,believe,VBP,You,PRP,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1052,include,VBP,Besides,IN,PP,VBP1VP1S0PP0,0,ARGM-ADV
1053,include,VBP,other,JJ,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG2
1054,include,VBP,the,DT,NP,VBP1VP0NP0,1,ARG1
1055,describe,VBP,The,DT,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1056,describe,VBP,those,DT,NP-2,VBP1VP0NP-20,1,ARG1
1057,describe,VBP,as,IN,PP-CLR,VBP1VP0PP-CLR0,1,ARG2-as
1058,made,VBN,those,DT,NP,VBN1VP1VP1S1SBAR1NP-20NP0,0,ARG1
1059,made,VBN,of,IN,PP-CLR,VBN1VP0PP-CLR0,1,ARG2-of
1061,require,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1063,contain,VB,In,IN,PP,VB1VP1VP1S0PP0,0,ARGM-DIS
1065,contain,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1066,contain,VB,16,CD,NP,VB1VP0NP0,1,ARG1
1067,face,VB,Cray,NNP,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1068,face,VB,also,RB,ADVP,VB1VP1VP1S0ADVP0,0,ARGM-DIS
1069,face,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1071,has,VBZ,Cray,NNP,NP,VBZ1VP1S1SBAR1SBAR1NP0NP0,0,ARG0
1072,has,VBZ,about,RB,NP,VBZ1VP0NP0,1,ARG1
1074,roll,VB,Cray,NNP,NP,VB1VP1VP1S1VP1VP1S1SBAR1SBAR1NP0NP0,0,ARG0
1075,roll,VB,the,DT,NP,VB1VP0NP0,1,ARG1
1076,roll,VB,in,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1077,compete,VB,The,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1078,compete,VB,also,RB,ADVP,VB1VP1VP1S0ADVP0,0,ARGM-DIS
1079,compete,VB,will,MD,MD,VB1VP1VP0MD0,0,ARGM-MOD
1082,said,VBD,0,-NONE-,SBAR,VBD1VP0SBAR0,1,ARG1
1083,believes,VBZ,it,PRP,NP-SBJ,VBZ1VP1S0NP-SBJ0,0,ARG0
1084,believes,VBZ,0,-NONE-,SBAR,VBZ1VP0SBAR0,1,ARG1
1085,priced,VBN,supercomputers,NNS,NP,VBN1VP1NP0NP0,0,ARG1
1086,priced,VBN,$,$,NP,VBN1VP0PP0NP0,1,ARG2-between
1087,receive,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S1VP1S0NP-SBJ-10,0,ARG0
1088,receive,VB,one,CD,NP,VB1VP0NP0,1,ARG1
1089,receive,VB,for,IN,PP,VB1VP0PP0,1,ARG3-for
1090,receive,VB,in,IN,PP-LOC,VB1VP0PP-LOC0,1,ARGM-LOC
1092,own,VBP,every,DT,NP,VBP1VP1S1SBAR1NP0NP0,0,ARG1
1093,expected,VBN,a,DT,NP,VBN1VP1NP0NP0,0,ARG1
1094,occur,VB,a,DT,NP,VB1VP1VP1S1VP1NP0NP0,0,ARG1
1095,occur,VB,in,IN,PP-TMP,VB1VP0PP-TMP0,1,ARGM-TMP
1097,leave,VB,Instead,RB,ADVP,VB1VP1VP1S0ADVP0,0,ARGM-DIS
1098,leave,VB,the,DT,NP-SBJ,VB1VP1VP1S0NP-SBJ0,0,ARG0
1100,leave,VB,it,PRP,NP-SBJ,VB1VP0S0NP-SBJ0,1,ARG2
1102,decide,VB,the,DT,NP,VB1VP1VP1S1S0PP-PRD0PP0NP0,0,ARG0
1103,applied,VBN,Cray,NNP,NP-SBJ-1,VBN1VP1VP1S0NP-SBJ-10,0,ARG0
1105,trade,VB,Cray,NNP,NP-SBJ-1,VB1VP1VP1S1VP1VP1S0NP-SBJ-10,0,ARG0
1107,calculate,VBP,Analysts,NNS,NP-SBJ,VBP1VP1S0NP-SBJ0,0,ARG0
1108,calculate,VBP,Cray,NNP,NP,VBP1VP0NP0,1,ARG1
1109,calculate,VBP,at,IN,PP-CLR,VBP1VP0PP-CLR0,1,ARG2-at
1110,transferring,VBG,Along,IN,PP,VBG1VP1VP1S0PP0,0,ARGM-ADV
1111,transferring,VBG,Cray,NNP,NP-SBJ,VBG1VP1VP1S0NP-SBJ0,0,ARG0
1112,transferring,VBG,about,IN,NP,VBG1VP0NP0,1,ARG1
1113,related,VBN,primarily,RB,NP,VBN1ADJP1NP0NP0,0,ARG1
1114,related,VBN,to,TO,PP,VBN1ADJP0PP0,1,ARG2-to
1116,show,VBP,clearly,RB,ADVP-MNR,VBP1VP0ADVP-MNR0,0,ARGM-MNR
1118,favored,VBD,Cray,NNP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1119,favored,VBD,the,DT,NP,VBD1VP0NP0,1,ARG1
1120,favored,VBD,why,WRB,WHADVP-1,VBD1VP1S1SBAR-NOM0WHADVP-10,0,ARGM-CAU
1121,report,VB,the,DT,NP-SBJ-2,VB1VP1VP1S1ADJP-PRD1VP1VP1VP1S0NP-SBJ-20,0,ARG0
1122,report,VB,a,DT,NP,VB1VP0NP0,1,ARG1
1123,posted,VBD,it,PRP,NP-SBJ,VBD1VP1S0NP-SBJ0,0,ARG0
1124,posted,VBD,the,DT,NP,VBD1VP1S1SBAR1NP0NP0,0,ARG1
1125,existed,VBN,it,PRP,NP-SBJ,VBN1VP1SINV0NP-SBJ0,0,ARG1
1127,incurred,VBN,On,IN,PP,VBN1VP1VP1VP1S0PP0,0,ARGM-DIS
1128,incurred,VBN,had,VBD,SBAR-ADV,VBN1VP1VP1VP1S0SBAR-ADV0,0,ARGM-ADV
1129,incurred,VBN,Cray,NNP,NP-SBJ,VBN1VP1VP1VP1S0NP-SBJ0,0,ARG0
1130,incurred,VBN,would,MD,MD,VBN1VP1VP1VP0MD0,0,ARGM-MOD
